rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,cleaned_text,average_sentiment,num_reviews,sentiment_score,user_score,Unnamed: 0,product_average_sentiment,standardized_user_score,sentiment_deviation,trust_score
5,Great product,"She loved it, great quality.",[],B00LOPVX74,B00LOPVX74,AHXH24HWOX2WJWZ3CAXFLVPCN6TQ,03:47.1,0,TRUE,loved great quality,0.572435556,45,0.8402,2.035528889,61296,0.572435556,-0.646925233,0.267764444,0.042655161
5,Five Stars,Thank you!,[],B00LOPVX74,B00LOPVX74,AE4ILYVLH37XE6IH3DZVVYGJGNEQ,16:14.4,0,TRUE,thank,0.572435556,45,0.3612,5.692431111,61296,0.572435556,-0.646925013,0.211235556,0.070919716
5,Five Stars,Thank you!,[],B00LOPVX74,B00LOPVX74,AE4ILYVLH37XE6IH3DZVVYGJGNEQ,16:14.4,0,TRUE,thank,0.572435556,45,0.3612,5.692431111,61296,0.572435556,-0.646925013,0.211235556,0.070919716
4,Awesome.,Thank you.,[],B00LOPVX74,B00LOPVX74,AF2MCDJCLD3AARV5NZBW3XRPRG3A,41:34.0,0,TRUE,thank,0.572435556,45,0.3612,-0.422471111,61296,0.572435556,-0.646925381,0.211235556,0.070919532
5,"Good size, durable, great locket","My boyfriend and I both bought one of these lockets. We love the size, pattern, and functionality — it was really exactly what we wanted! We’ve had them for over a year now and they’re still great.<br /><br />A few points for consideration: it comes on a very small, thin chain. Fine for me (and it hasn’t broken yet), but we transferred my boy’s locket to a thicker and longer chain that he preferred.<br />Additionally, because the front of the locket has holes between the pattern, you have to be careful not to get the locket dirty. I’ve dunked mine in tea and ice cream by accident, and it’s a bit of a pain to clean (plus the picture inside came out a little wonky). However, I love that it’s an open pattern, so I forgive it.",[],B00LOPVX74,B00LOPVX74,AHQVXJ3JLTOOSF6OCPNM3JTT324Q,01:09.3,1,TRUE,boyfriend bought one locket love size pattern functionality really exactly wanted year still great br br point consideration come small thin chain fine broken yet transferred boy locket thicker longer chain preferred br additionally front locket hole pattern careful get locket dirty dunked mine tea ice cream accident bit pain clean plus picture inside came little wonky however love open pattern forgive,0.572435556,45,0.7927,48.83242679,61296,0.572435556,-0.64692242,0.220264444,0.066406568
5,"Good size, durable, great locket","My boyfriend and I both bought one of these lockets. We love the size, pattern, and functionality — it was really exactly what we wanted! We’ve had them for over a year now and they’re still great.<br /><br />A few points for consideration: it comes on a very small, thin chain. Fine for me (and it hasn’t broken yet), but we transferred my boy’s locket to a thicker and longer chain that he preferred.<br />Additionally, because the front of the locket has holes between the pattern, you have to be careful not to get the locket dirty. I’ve dunked mine in tea and ice cream by accident, and it’s a bit of a pain to clean (plus the picture inside came out a little wonky). However, I love that it’s an open pattern, so I forgive it.",[],B00LOPVX74,B00LOPVX74,AHQVXJ3JLTOOSF6OCPNM3JTT324Q,01:09.3,1,TRUE,boyfriend bought one locket love size pattern functionality really exactly wanted year still great br br point consideration come small thin chain fine broken yet transferred boy locket thicker longer chain preferred br additionally front locket hole pattern careful get locket dirty dunked mine tea ice cream accident bit pain clean plus picture inside came little wonky however love open pattern forgive,0.572435556,45,0.7927,48.83242679,61296,0.572435556,-0.64692242,0.220264444,0.066406568
5,Five Stars,Exactly as advertised. Even prettier in person.,[],B00LOPVX74,B00LOPVX74,AEZQ3FMBZMVUWSQLKOKNBRE7CCHQ,55:31.2,0,TRUE,exactly advertised even prettier person,0.572435556,45,0.4767,1.308528889,61296,0.572435556,-0.646925277,0.095735556,0.128669584
1,Would not buy again.,"This is a very lightweight and inexpensive locket. I would not recommend it. I have would returned it but it was a gift for my granddaughter and I received it the day before her birthday. She liked it but I need to get a longer chain. Overall, not a good purchase and very disappointed.",[],B00LOPVX74,B00LOPVX74,AHCENTWW66EOHW2XL22HLTUOOUWQ,56:00.1,1,FALSE,lightweight inexpensive locket would recommend would returned gift granddaughter received day birthday liked need get longer chain overall good purchase disappointed,0.572435556,45,0.7906,5.436328889,61296,0.572435556,-0.646925029,0.218164444,0.067455264
2,Clasp very difficult to use,"Clasp and chain are poor quality,  pendant is very nice",[],B00LOPVX74,B00LOPVX74,AFOSVLD77PT77RWXHDQZQWJLJUYQ,05:49.7,0,TRUE,clasp chain poor quality pendant nice,0.572435556,45,-0.0772,-1.299271111,61296,0.572435556,-0.646925433,0.649635556,-0.148280494
4,Very Nice!,Going to give as friend's gift.,[],B00LOPVX74,B00LOPVX74,AHE7E2OENBA5BAMDWREQKPL5L3KQ,26:11.2,0,TRUE,going give friend gift,0.572435556,45,0.7269,0.308928889,61296,0.572435556,-0.646925337,0.154464444,0.099305109
3,B-Day gift,"Bought for my daughter's b-day.  When came in was suprized at the size, and was not as good looking as on site.  She liked it though.",[],B00LOPVX74,B00LOPVX74,AFBJZNO4U4S2S6UZFYKTF623TEKQ,57:38.2,2,TRUE,bought daughter bday came suprized size good looking site liked though,0.572435556,45,0.6908,0.236728889,61296,0.572435556,-0.646925341,0.118364444,0.117355107
5,Great gift!,Love it! Put a picture of a cherished couple in it and looks beautiful!,[],B00LOPVX74,B00LOPVX74,AEDIDRQTTJUDOE22NVXQ6LZR7MOQ,04:27.6,1,TRUE,love put picture cherished couple look beautiful,0.572435556,45,0.9081,6.361707302,61296,0.572435556,-0.646924973,0.335664444,0.008705291
5,Great gift!,Love it! Put a picture of a cherished couple in it and looks beautiful!,[],B00LOPVX74,B00LOPVX74,AEDIDRQTTJUDOE22NVXQ6LZR7MOQ,04:27.6,1,TRUE,love put picture cherished couple look beautiful,0.572435556,45,0.9081,6.361707302,61296,0.572435556,-0.646924973,0.335664444,0.008705291
5,"Beautiful design, well crafted, good quality","Beautiful design, well crafted, good quality",[],B00LOPVX74,B00LOPVX74,AFIFUTULY4GM3TDAD6J55KTLXXMA,13:40.8,0,TRUE,beautiful design well crafted good quality,0.572435556,45,0.836,2.027128889,61296,0.572435556,-0.646925233,0.263564444,0.044755161
5,❤️❤️❤️,We all 3 love the open-faced lockets.  I actually turned them into essential oil diffusers.  Definitely worth the price.,[],B00LOPVX74,B00LOPVX74,AGONRWRGFSLSK6LAUPUKFOIHXMSA,07:50.5,0,TRUE,3 love openfaced locket actually turned essential oil diffuser definitely worth price,0.572435556,45,0.8316,2.018328889,61296,0.572435556,-0.646925234,0.259164444,0.046955161
5,"the chain is super slinky, too","girlfriend loves it. her first locket. the chain is super slinky, too.",[],B00LOPVX74,B00LOPVX74,AHPB2FQXEBCBRBD7VV3ZKHAG3LUQ,27:15.0,3,TRUE,girlfriend love first locket chain super slinky,0.572435556,45,0.8442,2.043528889,61296,0.572435556,-0.646925232,0.271764444,0.040655162
2,Two Stars,Locket received is smaller than we expected.,[],B00LOPVX74,B00LOPVX74,AGXB45URODRRJVAUDXKS3CE6ECHA,57:19.2,0,TRUE,locket received smaller expected,0.572435556,45,0,-1.144871111,61296,0.572435556,-0.646925424,0.572435556,-0.10968049
5,Five Stars,Great gift.,[],B00LOPVX74,B00LOPVX74,AFGGGLF5VCWWHELWWM3A2GT4CEBA,43:36.7,1,TRUE,great gift,0.572435556,45,0.7906,1.936328889,61296,0.572435556,-0.646925239,0.218164444,0.067455158
5,Very nice,"Much nicer than expected, great size and very pretty.",[],B00LOPVX74,B00LOPVX74,AF63IMCVQKP64FCAYSSEAIC4DWBQ,29:53.3,0,TRUE,much nicer expected great size pretty,0.572435556,45,0.8807,6.671831111,61296,0.572435556,-0.646924954,0.308264444,0.022405301
5,Very nice,"Much nicer than expected, great size and very pretty.",[],B00LOPVX74,B00LOPVX74,AF63IMCVQKP64FCAYSSEAIC4DWBQ,29:53.3,0,TRUE,much nicer expected great size pretty,0.572435556,45,0.8807,6.671831111,61296,0.572435556,-0.646924954,0.308264444,0.022405301
5,A little small,This is smaller than expected.,[],B00LOPVX74,B00LOPVX74,AEY2VESAYJSNLYTKCNBAD5FN6IKA,18:45.1,0,TRUE,smaller expected,0.572435556,45,0,0.355128889,61296,0.572435556,-0.646925334,0.572435556,-0.109680445
2,Charm is very hard to open :(,"I was disappointed when I received this locket because it is not easy to open! I have to pry it open with a blade. And, since I don't carry a blade with me, I can't show off my newborn's picture that's inside. Not worth it for the price. I also bought a different chain to go with it because the one it comes with is too thin and short.",[],B00LOPVX74,B00LOPVX74,AHXVT7WCCLLDBPSUGB5O2DISI4WA,53:16.5,0,TRUE,disappointed received locket easy open pry open blade since nt carry blade ca nt show newborn picture inside worth price also bought different chain go one come thin short,0.572435556,45,0.1779,5.210928889,61296,0.572435556,-0.646925042,0.394535556,-0.020730299
3,Deceptive,Smaller than what it leads on in some of the pictures... it’s about the size of a nickel,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61ibpqlhYoL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61ibpqlhYoL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61ibpqlhYoL._SL256_.jpg'}]",B00LOPVX74,B00LOPVX74,AEKB56VIXHDCNAFYOMMOXFOCMGSA,18:36.7,12,TRUE,smaller lead picture size nickel,0.572435556,45,0,-1.144871111,61296,0.572435556,-0.646925424,0.572435556,-0.10968049
5,Five Stars,Beautiful gift,[],B00LOPVX74,B00LOPVX74,AEBHIROT26K4G75LPWZFHQESXKOA,30:10.7,0,TRUE,beautiful gift,0.572435556,45,0.7783,6.231664444,61296,0.572435556,-0.646924981,0.205864444,0.073605287
5,Five Stars,Beautiful gift,[],B00LOPVX74,B00LOPVX74,AEBHIROT26K4G75LPWZFHQESXKOA,30:10.7,0,TRUE,beautiful gift,0.572435556,45,0.7783,6.231664444,61296,0.572435556,-0.646924981,0.205864444,0.073605287
5,Love it - note,Love it - note;very beautiful - resembles liquid silver but 18&#34; too sma for me - gave it to a friend who was THRILLED! Locket part is PERFECT. Bought chain above 22&#34; - just right!~Not a fault of the seller; I ordered 18&#34;,[],B00LOPVX74,B00LOPVX74,AEP46FHJPXMG3OBJGNLBSLHRG6SA,56:59.6,2,TRUE,love note beautiful resembles liquid silver 18 34 sma gave friend thrilled locket part perfect bought chain 22 34 right fault seller ordered 18 34,0.572435556,45,0.9451,23.34143944,61296,0.572435556,-0.646923952,0.372664444,-0.009794198
5,Love it - note,Love it - note;very beautiful - resembles liquid silver but 18&#34; too sma for me - gave it to a friend who was THRILLED! Locket part is PERFECT. Bought chain above 22&#34; - just right!~Not a fault of the seller; I ordered 18&#34;,[],B00LOPVX74,B00LOPVX74,AEP46FHJPXMG3OBJGNLBSLHRG6SA,56:59.6,2,TRUE,love note beautiful resembles liquid silver 18 34 sma gave friend thrilled locket part perfect bought chain 22 34 right fault seller ordered 18 34,0.572435556,45,0.9451,23.34143944,61296,0.572435556,-0.646923952,0.372664444,-0.009794198
5,Beautiful,"I loved it. Made a beautiful gift for my wife. Nice, small, and delicate.",[],B00LOPVX74,B00LOPVX74,AEVPLVKU5HPTSTWZHFOGC4QA275Q,15:16.2,0,TRUE,loved made beautiful gift wife nice small delicate,0.572435556,45,0.9287,2.212528889,61296,0.572435556,-0.646925222,0.356264444,-0.001594833
4,Good value for the price.,Very pretty. Difficult to open and smaller than expected.,[],B00LOPVX74,B00LOPVX74,AFIGSPPZQRXGZGJL66OFYW5U3KNA,39:49.8,1,TRUE,pretty difficult open smaller expected,0.572435556,45,0.1779,-0.789071111,61296,0.572435556,-0.646925403,0.394535556,-0.020730479
5,Five Stars,Love it!,[],B00LOPVX74,B00LOPVX74,AFC5TPZTQDXNBX5YYRC3YGH3LSHA,49:22.0,0,TRUE,love,0.572435556,45,0.6369,1.628928889,61296,0.572435556,-0.646925257,0.064464444,0.144305149
5,Silver Celtic Knot,Only wore it for a few days but I love it. It seems like a quality piece.The size is smaller than a quarter.Ive received compliments on it. Would order again.,[],B00LOPVX74,B00LOPVX74,AFIJEK6DLNEQYY24S7ET4W4DSMSQ,15:09.0,1,TRUE,wore day love seems like quality piecethe size smaller quarterive received compliment would order,0.572435556,45,0.8689,2.092928889,61296,0.572435556,-0.646925229,0.296464444,0.028305163
5,Lovely locket,My brother was recently killed in a motorcycle accident and I bought this locket for my mother and put a picture of my brother in it for her. The locket is really lovely and I was able to put a small picture in it without using glue. It is perfect for what I bought it for. The catch that holds it tight is strong and she has a little trouble getting it open but I'd rather it be tight than falling open unnecessarily.,[],B00LOPVX74,B00LOPVX74,AHYIIXJZENMSIZROWJUHIA5IQ7XQ,49:57.4,6,TRUE,brother recently killed motorcycle accident bought locket mother put picture brother locket really lovely able put small picture without using glue perfect bought catch hold tight strong little trouble getting open rather tight falling open unnecessarily,0.572435556,45,-0.7361,12.88292889,61296,0.572435556,-0.646924581,1.308535556,-0.477730068
3,Look,Smaller than I would have liked.<br />Chain very thin and fragile.,[],B00LOPVX74,B00LOPVX74,AGULLYMHA7HMIWR4URMV4PQIJFNA,42:50.2,0,TRUE,smaller would liked br chain thin fragile,0.572435556,45,0.4215,-0.301871111,61296,0.572435556,-0.646925373,0.150935556,0.101069536
1,Clasp broke in two weeks.,"It was really nice , until the clasp broke, can’t use it if it won’t close. Bummed",[],B00LOPVX74,B00LOPVX74,AFD67ORFBIX25P6OXU4SEVMHPLOA,35:23.3,0,TRUE,really nice clasp broke use close bummed,0.572435556,45,0.0076,0.370328889,61296,0.572435556,-0.646925333,0.564835556,-0.105880444
3,Doesn't close securely,"The necklace and charm are very pretty and I really like the look.  However, the charm does not close securely and the chain clasp is difficult.  I am hesitant to put anything inside the locket because it pops open.",[],B00LOPVX74,B00LOPVX74,AH7RY2OVFERRHMQ4VTAY5WE5UK7Q,57:49.5,1,TRUE,necklace charm pretty really like look however charm close securely chain clasp difficult hesitant put anything inside locket pop open,0.572435556,45,0.8516,2.558328889,61296,0.572435556,-0.646925201,0.279164444,0.036955177
5,... this as a gift I thought it was very nice and would order again,Gave this as a gift I thought it was very nice and would order again.,[],B00LOPVX74,B00LOPVX74,AFQAIMAWECQ4OKNLHJQBWKG2BXXA,33:59.0,0,TRUE,gave gift thought nice would order,0.572435556,45,0.6908,1.736728889,61296,0.572435556,-0.646925251,0.118364444,0.117355152
5,Met all expectations,It’s really beautiful.,[],B00LOPVX74,B00LOPVX74,AGCN2575JXU5E6ALRPJQJ27IC52Q,48:55.5,0,TRUE,really beautiful,0.572435556,45,0.6361,14.08631444,61296,0.572435556,-0.646924509,0.063664444,0.144705523
5,Met all expectations,It’s really beautiful.,[],B00LOPVX74,B00LOPVX74,AGCN2575JXU5E6ALRPJQJ27IC52Q,48:55.5,0,TRUE,really beautiful,0.572435556,45,0.6361,14.08631444,61296,0.572435556,-0.646924509,0.063664444,0.144705523
5,Nice locket,Gorgeous locket. Really nice quality. I was pleasantly surprised at how nice it is.,[],B00LOPVX74,B00LOPVX74,AHHWJ7H5BXAXQ3H4ZFOKLFOTHPHA,17:30.4,1,TRUE,gorgeous locket really nice quality pleasantly surprised nice,0.572435556,45,0.9344,4.223928889,61296,0.572435556,-0.646925101,0.361964444,-0.004444773
5,Tiny,Extremely small for any kind of picture,[],B00LOPVX74,B00LOPVX74,AGSNMB5DK3QPDCDCCML2ODKXC25Q,12:22.0,1,TRUE,extremely small kind picture,0.572435556,45,0.5688,1.492728889,61296,0.572435556,-0.646925266,0.003635556,0.174719589
5,Very fine piece of silver jewlery,"This is exquisite, the picture shows the size accurately, the chain and locket match beautifully.",[],B00LOPVX74,B00LOPVX74,AE735P5FGMA3DFEMFSCTUTZHXHBA,28:52.0,2,TRUE,exquisite picture show size accurately chain locket match beautifully,0.572435556,45,0.5719,11134461.6,61296,0.572435556,0.022307333,0.000535556,0.510885889
5,Very fine piece of silver jewlery,"This is exquisite, the picture shows the size accurately, the chain and locket match beautifully.",[],B00LOPVX74,B00LOPVX74,AE735P5FGMA3DFEMFSCTUTZHXHBA,28:52.0,2,TRUE,exquisite picture show size accurately chain locket match beautifully,0.572435556,45,0.5719,11134461.6,61296,0.572435556,0.022307333,0.000535556,0.510885889
5,Very fine piece of silver jewlery,"This is exquisite, the picture shows the size accurately, the chain and locket match beautifully.",[],B00LOPVX74,B00LOPVX74,AE735P5FGMA3DFEMFSCTUTZHXHBA,28:52.0,2,TRUE,exquisite picture show size accurately chain locket match beautifully,0.572435556,45,0.5719,11134461.6,61296,0.572435556,0.022307333,0.000535556,0.510885889
5,Very fine piece of silver jewlery,"This is exquisite, the picture shows the size accurately, the chain and locket match beautifully.",[],B00LOPVX74,B00LOPVX74,AE735P5FGMA3DFEMFSCTUTZHXHBA,28:52.0,2,TRUE,exquisite picture show size accurately chain locket match beautifully,0.572435556,45,0.5719,11134461.6,61296,0.572435556,0.022307333,0.000535556,0.510885889
5,Gets lots of compliments,"Really nice, good price, looks expensive!",[],B00LOPVX74,B00LOPVX74,AFUVR7GY2VHMLSUZSO4UJOFCNPHA,04:05.5,0,TRUE,really nice good price look expensive,0.572435556,45,0.7408,9.203160097,61296,0.572435556,-0.646924802,0.168364444,0.092355377
5,Gets lots of compliments,"Really nice, good price, looks expensive!",[],B00LOPVX74,B00LOPVX74,AFUVR7GY2VHMLSUZSO4UJOFCNPHA,04:05.5,0,TRUE,really nice good price look expensive,0.572435556,45,0.7408,9.203160097,61296,0.572435556,-0.646924802,0.168364444,0.092355377
5,A,Great,[],B07B4JXK8D,B07B4JXK8D,AFQLNQNQYFWQZPJQZS6V3NZU4QBQ,04:06.7,0,TRUE,great,0.397924057,424,0.6249,1.953951887,390666,0.397924057,-0.646925238,0.226975943,0.063049409
1,Cheaply made. Single wearing,Very loosely made material. Stretched out quickly so got too loose. Did not survive washing well. No where near hospital quality.,[],B07B4JXK8D,B07B4JXK8D,AE73VVEIEFN4NIMD4ZQYUWWQT2XA,41:20.7,0,TRUE,loosely made material stretched quickly got loose survive washing well near hospital quality,0.397924057,424,-0.0516,0.600951887,390666,0.397924057,-0.646925319,0.449524057,-0.048224688
5,PROVIDES SAFETY WHEN WALKING,"These socks are as described by the seller.  We ordered them because we wanted the safety of the tread while walking.  Also, we liked the fact they came in XL sizes which were comfortable for swollen feet.",[],B07B4JXK8D,B07B4JXK8D,AGQOZC6YCOII4YSFD5XRFZ6TK3DA,13:35.4,0,TRUE,sock described seller ordered wanted safety tread walking also liked fact came xl size comfortable swollen foot,0.397924057,424,0.836,2.376151887,390666,0.397924057,-0.646925212,0.438075943,-0.042500578
2,Worthless,Worthless only reason I gave it a two iui s cause my little girls use then.  Runs crazy small and very low quality.,[],B07B4JXK8D,B07B4JXK8D,AHLAG6VRAG5MAQGEXLWBHGCZPPBA,45:44.7,0,TRUE,worthless reason gave two iui cause little girl use run crazy small low quality,0.397924057,424,-0.7506,-2.297048113,390666,0.397924057,-0.646925493,1.148524057,-0.397724775
2,Won't stay up,"I purchased these because we had found that ""hospital"" socks worked very well for my almost 90 Year old mom, but that wasn't the case. with these socks  They constantly fall down and as she walks around in the house she ends up with big long socks on the end of her feet...and then these socks become a tripping hazards.  They are definitely not the real or typical hospital socks.",[],B07B4JXK8D,B07B4JXK8D,AH3N3CZDG7WM7ETPNXZBIFFSRQTA,57:41.2,4,TRUE,purchased found hospital sock worked well almost 90 year old mom nt case sock constantly fall walk around house end big long sock end foot sock become tripping hazard definitely real typical hospital sock,0.397924057,424,0.5859,6.375951887,390666,0.397924057,-0.646924972,0.187975943,0.082549542
5,Great feet,"Perfect fit for my wide feet, perfect grip and slip protection.",[],B07B4JXK8D,B07B4JXK8D,AGSRWA3J673UVH7V4TOLLQ5N24YQ,13:16.9,0,TRUE,perfect fit wide foot perfect grip slip protection,0.397924057,424,0.872,4.448151887,390666,0.397924057,-0.646925088,0.474075943,-0.060500516
5,As advertised,They are what they are.  Glad they are available on Amazon.,[],B07B4JXK8D,B07B4JXK8D,AFHLZ57GGRCI45D55AASSDIEVUGA,22:42.4,0,TRUE,glad available amazon,0.397924057,424,0.5719,1.847951887,390666,0.397924057,-0.646925244,0.173975943,0.089549406
5,BEST socks !!,These are the best socks for safety at home after surgery--look nice and wash up  better than any of the others we have tried-------,[],B07B4JXK8D,B07B4JXK8D,AFPQHGNRSBV6KTFPCJXGNZAVDPCQ,44:26.5,0,TRUE,best sock safety home surgery look nice wash better others tried,0.397924057,424,0.9136,2.531351887,390666,0.397924057,-0.646925203,0.515675943,-0.081300573
2,Twisted,While I like the light weight and warmth they twist around and wind up with no traction on the bottom. Maybe they will stay straight on your foot but it won't on mine.,[],B07B4JXK8D,B07B4JXK8D,AHBTLUGNHAGOF3PEMU4JX64CGVPA,42:29.4,0,TRUE,like light weight warmth twist around wind traction bottom maybe stay straight foot wo nt mine,0.397924057,424,0.7506,0.705351887,390666,0.397924057,-0.646925313,0.352675943,0.000199372
2,Disappointed,I was really hoping for something warmer with grip feet on wood floors. These are very thin and not warm at all.,[],B07B4JXK8D,B07B4JXK8D,AFXWM5QJZZE7EXEXYFIMB6O44X6A,36:59.9,0,TRUE,really hoping something warmer grip foot wood floor thin warm,0.397924057,424,0.7548,0.713751887,390666,0.397924057,-0.646925312,0.356875943,-0.001900628
5,,,[],B07B4JXK8D,B07B4JXK8D,AECZEAA5ZS6AZXMHCAWDKYSWDN5Q,14:38.3,0,TRUE,na,0.397924057,424,0,0.704151887,390666,0.397924057,-0.646925313,0.397924057,-0.022424685
5,Just what was needed for home,My husband had surgery then to rehab. Bought these so he wouldn't slip & fall after coming home.,[],B07B4JXK8D,B07B4JXK8D,AGHIXEFKLQYLJEZGUKVVOHYN7HGQ,17:47.5,0,TRUE,husband surgery rehab bought would nt slip fall coming home,0.397924057,424,0,0.704151887,390666,0.397924057,-0.646925313,0.397924057,-0.022424685
3,The double sided grippers make these uncomfortable.,I bought these for my husband who has trouble putting on regular socks. He found the grippers to be uncomfortable on both the top and bottom.,[],B07B4JXK8D,B07B4JXK8D,AHV74KL5JGZDKJKOUZXJ2DC7WEFA,30:32.9,14,TRUE,bought husband trouble putting regular sock found grippers uncomfortable top bottom,0.397924057,424,-0.5423,39981307.36,390666,0.397924057,1.756136308,0.940224057,0.907956126
3,The double sided grippers make these uncomfortable.,I bought these for my husband who has trouble putting on regular socks. He found the grippers to be uncomfortable on both the top and bottom.,[],B07B4JXK8D,B07B4JXK8D,AHV74KL5JGZDKJKOUZXJ2DC7WEFA,30:32.9,14,TRUE,bought husband trouble putting regular sock found grippers uncomfortable top bottom,0.397924057,424,-0.5423,39981307.36,390666,0.397924057,1.756136308,0.940224057,0.907956126
3,The double sided grippers make these uncomfortable.,I bought these for my husband who has trouble putting on regular socks. He found the grippers to be uncomfortable on both the top and bottom.,[],B07B4JXK8D,B07B4JXK8D,AHV74KL5JGZDKJKOUZXJ2DC7WEFA,30:32.9,14,TRUE,bought husband trouble putting regular sock found grippers uncomfortable top bottom,0.397924057,424,-0.5423,39981307.36,390666,0.397924057,1.756136308,0.940224057,0.907956126
2,Two Stars,One of the stones fell out within the first 2 weeks of wearing it. Stones smaller than expected.,[],B007ZSEQ4Q,B007ZSEQ4Q,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,33:48.0,3,TRUE,one stone fell within first 2 week wearing stone smaller expected,0.47170625,16,0,1.0565875,20712,0.47170625,-0.646925292,0.47170625,-0.059315771
1,Won’t buy again,Crappy socks. Money wasted. Bought to wear with my tieks. Don’t stay on feet well.,[],B07F2BTFS9,B07F2BTFS9,AFVNEEPDEIH5SPUN5BWC6NKL3WNQ,57:27.1,2,TRUE,crappy sock money wasted bought wear tieks stay foot well,0.656564103,39,-0.6908,-1.194728205,432367,0.656564103,-0.646925427,1.347364103,-0.497144765
