rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,cleaned_text,review_sentiment_score,review_sentiment_deviation,normalized_score,trust_score,normalized_trust_score
5.0,So soft!,"I love this shirt. I ordered a xxl, which is my size, and it fits perfectly!! I washed it on delicate and hung to dry and it still looks brand new. The material is so soft. I love this shirt so much, I’m buying another one in a different color!",[],0512243115,0512243115,AHKLQGA4PRDPWENMD5UVYIVEZUCA,2022-04-21 18:51:05.174,0,1,love shirt ordered xxl size fit perfectly washed delicate hung dry still look brand new material soft love shirt much buying another one different color,0.946,0.0,0.7262796121271634,0.4452559224254326,0.3738694878746942
5.0,right fit,great fit,[],0512243212,0512243212,AEVPSAMHVNPBJAPT5S7W46JLSJZA,2022-09-08 03:26:00.187,0,1,great fit,0.765,0.0,0.837363446667485,0.467472689333497,0.3925243127693378
3.0,"Decent, though not for fans of Pinkalicious..","Pinkalicious is funny, original, and very entertaining, even for adults. (It's one I don't mind reading over and over)<br /><br />Not your usual kid fare and likely to become a classic.<br /><br />Unfortunately, like most sequels, Purplicious and Goldilicious are not nearly as good as the original<br /><br />Pinkalicious: 5 stars.<br /><br />Purplicious: 3 stars,  Still interesting and worthy of 4 stars except that the negativity, cliquishness, teasing is better suited for older kids.  Maybe.<br /><br />Goldilicious: 3 stars - An imaginary unicorn called Goldalicious makes for a very promising start, but then the story bogs down in repetition with not a lot of sophistication.  More suited to younger kids as Pinkalicious but not as interesting.<br /><br />If you've found this review to be helpful, please let me know!",[],0545142954,0545142954,AFLW4QVB6RU6ATQT43KZCDBVZYEA,2009-08-11 01:22:10.000,3,0,pinkalicious funny original entertaining even adult one nt mind reading br br usual kid fare likely become classic br br unfortunately like sequel purplicious goldilicious nearly good original br br pinkalicious 5 star br br purplicious 3 star still interesting worthy 4 star except negativity cliquishness teasing better suited older kid maybe br br goldilicious 3 star imaginary unicorn called goldalicious make promising start story bog repetition lot sophistication suited younger kid pinkalicious interesting br br found review helpful please let know,0.9771,0.5495,0.6943199950902172,0.4136139990180434,0.3473006111818253
3.0,It's ok!,Not my favorite. It was kind of sad and doesn't address the issue of bullying.,[],0545142954,0545142954,AFI5PFRKQBUTB2DOP22G6RGMIMOQ,2017-08-27 20:01:29.286,0,1,favorite kind sad nt address issue bullying,-0.1531,0.5807,0.599177611390696,0.7101855222781391,0.596323786248158
5.0,Great price,My daughter lost this library book and buying it in Amazon verse paying the fine saved us 15 dollars.,[],0545142954,0545142954,AEOVVUM7HXCLNQWH7R76XSJKK6UQ,2019-11-08 21:57:56.643,0,1,daughter lost library book buying amazon verse paying fine saved u 15 dollar,0.4588,0.0312,0.9747146188781148,0.5105429237756229,0.4286892365412779
5.0,Five Stars,Excellent!,[],0545298156,0545298156,AEIDH3VU7SWTXJYFM4XBRWPUBJFA,2015-07-06 12:39:55.000,2,1,excellent,0.5719,0.1889,0.9558733276052536,0.5856246655210506,0.4917333667174557
2.0,Would not have purchased if I had known...,Nice accomplishment for students involved. Wish I could have seen what the illustrations looked like before purchasing. It was not what I thought it would be and I would not have purchased had I known the cat was just cut from each painting.,[],0545298156,0545298156,AEVDZU7PIZD6AFUJCGJNIPTFEX2Q,2014-09-21 11:54:24.000,1,0,nice accomplishment student involved wish could seen illustration looked like purchasing thought would would purchased known cat cut painting,0.7096,0.0512,0.8713636921566221,0.1998727384313244,0.1678277920490691
5.0,Love the book!,Awesome! Love it! Will use this book for an art project for Elementary school students. The pictures are wonderful in the book.,[],0545298156,0545298156,AEA6ASNR6BQ6PQ2KQDSIOB24I26A,2013-11-30 03:36:31.000,3,1,awesome love use book art project elementary school student picture wonderful book,0.9186,0.1577999999999999,0.7430956180189027,0.5275191236037805,0.4429436974392677
5.0,Five Stars,great book to use with positive/negative space in the classroom,[],0545298156,0545298156,AGCB7R6CX2FZQOHJHUEBKSODQ7VQ,2015-11-04 23:49:50.000,0,1,great book use positivenegative space classroom,0.6249,0.1359,0.9233460169387504,0.5526192033877501,0.4640195630298444
5.0,Five Stars,Wonderful book! My students enjoyed that this book was created by a classroom of students their own age.,[],0545298156,0545298156,AFIHNWSX44NVPOGGOPVZ4AMB74NA,2015-08-15 23:55:55.000,2,1,wonderful book student enjoyed book created classroom student age,0.8402,0.0793999999999999,0.7912114888916167,0.4979422977783233,0.4181088279464884
5.0,Cute Book for Introducing Modern Art,"We read this book in my pre-school class and they loved it.  I photo-copied some of the art work, cut out the cats, and laminated the art work and the cats.  After reading the book at circle and talking about a few of the pictures, my class had a scavenger hunt finding the hidden cats in the classroom and then matching them to the pictures.  There are 15 pictures in the book and 16 kids in my class, so once they matched the cats with the pictures, each child took a turn discussing their picture with the class.  It is a lovely book with a cute theme, and my class really responded to it well.",[],0545298156,0545298156,AGDH4SDYIMAM6Z7HFS6FM62S3KLA,2014-03-16 20:16:29.000,3,1,read book preschool class loved photocopied art work cut cat laminated art work cat reading book circle talking picture class scavenger hunt finding hidden cat classroom matching picture 15 picture book 16 kid class matched cat picture child took turn discussing picture class lovely book cute theme class really responded well,0.8996,0.1387999999999999,0.7547563520314227,0.5203512704062845,0.4369250428428033
5.0,Good quality,Very nice my friend loves it!!!,[],0599521503,0599521503,AEU7LIHYEUGJTHP3XPU4RXKRDGTQ,2020-02-02 16:41:09.554,0,1,nice friend love,0.8807,0.2240125,0.7663557137596662,0.5652773927519332,0.474648306044039
5.0,Good luck,Have as good luck piece to friend who was moving and she loved it.,[],0599521503,0599521503,AFQCGTF3RJWA7LGS2D7INYEKHKZQ,2020-01-22 22:43:13.676,0,1,good luck piece friend moving loved,0.9186,0.2619125,0.7430956180189027,0.5795753736037805,0.4866539381075127
5.0,Bravo!,"This item was a gift and it was very well received. I'm glad I made this purchase, it put a smile on my friend's face.",[],0599521503,0599521503,AGT4WW34X7HJXZPNJFXMLNT3FK4A,2016-07-12 11:33:40.000,1,1,item gift well received glad made purchase put smile friend face,0.9136,0.2569125,0.7461642322327238,0.5776890964465448,0.4850700816347589
5.0,Five Stars,Good quality and very beautiful. Exactly like in the picture.  I am so glad I bought it:-),[],0599521503,0599521503,AG37PJ26VIKBUTVGBVHFB4PRZNPA,2017-04-07 04:58:16.000,1,1,good quality beautiful exactly like picture glad bought,0.9062,0.2495125,0.7507057812691789,0.5748974062538358,0.4827259740550833
5.0,Good looking charm.,Good looking.,[],0599521503,0599521503,AFNBQY2TGM5MRDLOX3QGYLMJ6Q4A,2018-08-13 06:05:38.216,1,1,good looking,0.4404,0.2162874999999999,0.9634221185712531,0.6008281737142506,0.5044993458674406
5.0,love,"It has a great Hook for i use my keys alot and it never feel off and looks like new,",[],0599521503,0599521503,AGSXBRBKFEV3COZVZAORNST43JAQ,2019-09-05 15:22:10.977,1,1,great hook use key alot never feel look like new,0.457,0.1996874999999999,0.9736099177611393,0.5945657335522279,0.4992409423778981
5.0,Adorable. The perfect key chain to present our 18 ...,Adorable.  The perfect key chain to present our 18 year old St. Patrick's Day birthday girl with the gift of a new car.,[],0599521503,0599521503,AFJD6R7UUBV7U42LEEXOYGELICOQ,2018-05-12 14:03:58.572,2,1,adorable perfect key chain present 18 year old st patrick day birthday girl gift new car,0.8689,0.2122125,0.7735976433042838,0.5608257786608568,0.4709104047683401
4.0,Good quality,"The keychain looks really good and feels like it’s good quality. However, the keychain I received had a deep scratch on the clover picture.",[],0599521503,0599521503,AE47X2NR5DEVBVRPTIMJZHX24COA,2020-03-21 15:31:28.155,0,1,keychain look really good feel like good quality however keychain received deep scratch clover picture,0.8341,0.1774124999999999,0.7949551982324784,0.5476972896464956,0.4598867637179736
5.0,They love it!,I got this for Christmas for a friend. They love it!,[],0599521503,0599521503,AHQFU7NQLZ25MGV4OM5N2XS4Y5TQ,2018-05-31 06:27:47.825,1,1,got christmas friend love,0.8126,0.1559125,0.8081502393519088,0.5395862978703818,0.4530761808851324
5.0,Shamrock Keychain,Awesome keychain. 3D effects. Not to big either. Would recommend,[],0599521503,0599521503,AE244N47PRHF2NR5WGWTB34BDWAQ,2020-02-24 18:43:34.935,0,1,awesome keychain 3d effect big either would recommend,0.765,0.1083125,0.837363446667485,0.521628939333497,0.4379978672645163
4.0,Not bad,Smaller than I thought and the chain seems fragile. Nice looking though.,[],0599521503,0599521503,AG76IO53Q6WW5Z4M5A2MI7IGMINA,2020-01-15 11:51:05.846,0,1,smaller thought chain seems fragile nice looking though,0.4215,0.2351875,0.9518227568430098,0.607958301368602,0.51048632333445
5.0,Five Stars,A+++++++,[],0599521503,0599521503,AHEQ6CFPEXFUZ3ARKJLGTFZYZ3UA,2016-04-21 02:56:14.000,1,1,,0.0,0.6566875,,,
5.0,Five Stars,Exactly as expected and arrived as expected.,[],0599521503,0599521503,AF5ZSRXIPW2CD2GFG4CI54TN7QJA,2018-05-01 12:54:19.279,1,1,exactly expected arrived expected,0.0,0.6566875,0.6931385786178962,0.7669714657235792,0.6440054239875942
5.0,Luck of the Irish!,I always wanted this keychain as I feel it brings me luck!,[],0599521503,0599521503,AEYJR3SSXCSB6DUAEOIMQNW4YWLQ,2020-08-18 22:55:49.718,0,1,always wanted keychain feel brings luck,0.4588,0.1978875,0.9747146188781148,0.593886673775623,0.4986707540477068
5.0,Good luck charm,Bought this for my grandson's back pack on his first day of school. He's a St Pat's baby and we thought a good luck charm on his bag would ease any anxiety he had about school. he loves it! It's good quality and we hope it lasts a long time.,[],0599521503,0599521503,AE47UPIXTIMONCQKKLWTGPI3Q42A,2019-10-01 11:48:11.104,0,1,bought grandson back pack first day school st pat baby thought good luck charm bag would ease anxiety school love good quality hope last long time,0.9607,0.3040125,0.8151221308457102,0.615030676169142,0.5164248072749497
5.0,Very attractive clover keychain,"Super cute and shiny, looks better in person, seems sturdy",[],0599521503,0599521503,AGICAKLFE2IUBZFWXLUKXZLYJTLQ,2019-06-05 05:13:20.949,1,1,super cute shiny look better person seems sturdy,0.8689,0.2122125,0.7250889898122008,0.5511240479624402,0.4627641210132426
5.0,... from my rear view mirror (my car is orange like a pumpkin),It stands for a Cinderella shoe hanging from my rear view mirror (my car is orange like a pumpkin).<br />This really is made Cool!,[],0610318861,0610318861,AEBXHKHLTWQBAFBMTNVWGGUVXWMA,2016-06-15 11:06:28.000,0,1,stand cinderella shoe hanging rear view mirror car orange like pumpkin br really made cool,0.6222,0.2036234042553191,0.743838904572917,0.5505794830422429,0.4623068644163632
4.0,Pretty,Nothing much to say. I like it but it does not sparkle much.,[],0610318861,0610318861,AFEWB7X736U2VGGUXEX7LSWOBW7A,2016-12-27 03:27:33.000,0,1,nothing much say like sparkle much,0.1754,0.2431765957446808,0.8007855652387382,0.5817454109200881,0.4884760603955161
2.0,disappointed,No rhinestones on the shoe.,[],0610318861,0610318861,AGPEIFM7IPX6UJSNPRSYF7XCHC6Q,2016-06-06 20:26:30.000,0,1,rhinestone shoe,0.0,0.4185765957446808,0.6931385786178962,0.6479160135959197,0.544037745459719
5.0,Five Stars,I liked it a lot,[],0610318861,0610318861,AG4ZPTTJ6DF55KQS7MRJZQB3OS2Q,2016-05-03 22:31:56.000,0,1,liked lot,0.4215,0.0029234042553191,0.8490923721069789,0.4712801765490553,0.3957213579374649
1.0,I got this its Beautiful only had it for a week and the hole ...,I got this its Beautiful only had it for a week and the hole Heel came off of the metal 😵😳,[],0610318861,0610318861,AHHVW4NUDYBWJMWUTLMVMWV6OWEA,2016-10-08 20:11:44.000,0,0,got beautiful week hole heel came metal,0.5994,0.1808234042553192,0.9389959494292376,0.2782108920135071,0.2336062441385519
5.0,Really cute!,"Absolutely adorable!  If you are a shoe girl, this is a must have. It's also larger than I expected.",[],0610318861,0610318861,AFRZV6OLZ24FI4Z5XXPJ4SB5IFJA,2016-10-07 12:32:48.000,0,1,absolutely adorable shoe girl must also larger expected,0.5413,0.1227234042553191,0.9746532465938382,0.5562923514464272,0.4671038072013872
1.0,Cute but not durable,It fell off the chain within a week.,[],0610318861,0610318861,AGPG4ZU77QMLDO6DPVQ3BF7NXFEQ,2018-10-08 19:31:21.134,0,1,fell chain within week,0.0,0.4185765957446808,0.6931385786178962,0.6479160135959197,0.544037745459719
5.0,Nice,My mom loved it,[],0610318861,0610318861,AHL7XQ36MUHKULTDWH244RX47PMA,2017-06-10 04:19:48.104,0,1,mom loved,0.5994,0.1808234042553192,0.8821583950465748,0.5668433811369745,0.4759632246022108
5.0,Cute,I expected a little shoe! It’s beautiful,[],0610318861,0610318861,AFPH4PRR4GFWITOEDOF2734S56DA,2019-12-03 10:20:50.934,0,1,expected little shoe beautiful,0.5606,0.1420234042553191,0.9628083957284892,0.5635733812733574,0.4732174931862169
5.0,I Love It,Adorable,[],0610318861,0610318861,AG3754IDKKBVCL6QE2T2XQ4HCDUA,2016-04-26 15:49:57.000,0,1,adorable,0.4939,0.0753234042553191,0.8417208788511109,0.5060058778978818,0.4248796004795382
4.0,Sassy bling for a purse or zipper pull,Very giftable for that sassy lady in your circle. Perfect to add some sassy bling to a zipper pull or purse.,[],0610318861,0610318861,AG7KGPJ5QVEUNCBK32Z5OTBSSYFQ,2020-04-11 22:06:09.880,0,1,giftable sassy lady circle perfect add sassy bling zipper pull purse,0.5719,0.1533234042553191,0.9558733276052536,0.5678363676487103,0.4767970088146404
5.0,👍🏼👠,"Update: although I did have a problem with my first keychain, I love the fact that I got it replaced and i experienced excellent customer service. I love the keychain a lot and get a lot of compliments on it. Thank you for the help.",[],0610318861,0610318861,AHB7PENJG7NEM6KERFGMUY7ZPK2Q,2016-03-25 07:31:59.000,0,1,update although problem first keychain love fact got replaced experienced excellent customer service love keychain lot get lot compliment thank help,0.9565,0.5379234042553191,0.7198355222781392,0.7129288065832875,0.5986272486988619
4.0,Four Stars,nice,[],0610318861,0610318861,AHOOVWA5P7VD7PGNVOB75K2HALFQ,2017-06-02 22:03:50.000,0,1,nice,0.4215,0.0029234042553191,0.8526739528510558,0.4719964926978707,0.3963228294468278
5.0,Cute,Cute,[],0610318861,0610318861,AHDKPAE4TQ6GMUIEIGPGP22ME6CA,2019-05-07 21:00:33.394,0,1,cute,0.4588,0.0402234042553191,0.9747146188781148,0.5150546259032825,0.432477592133996
5.0,fast shipping great seller,very beautiful and well made,[],0610318861,0610318861,AF4BK26FDCMO2RCUXRLT3LIGVZHQ,2019-08-03 17:30:32.805,0,1,beautiful well made,0.7184,0.2998234042553192,0.8659629311402971,0.6231042883557191,0.5232040034663265
5.0,Five Stars,"Love this ❤️❤️❤️❤️❤️ Put it on my purse with the silver hardware, looks nice.",[],0610318861,0610318861,AHWGE522FGTNMPI2JULF6DPZNBXA,2017-03-17 00:30:49.000,1,1,love put purse silver hardware look nice,0.7906,0.3720234042553191,0.7451986274693851,0.6350514276215365,0.5332356967328588
4.0,Four Stars,Looks expensive enough I actually Cary it on my Stella McCarthy bag,[],0610318861,0610318861,AHMLVLMFTWC5UMYZBB56L4XB5TZQ,2018-03-07 21:59:24.399,0,1,look expensive enough actually cary stella mccarthy bag,0.0,0.4185765957446808,0.6931385786178962,0.6479160135959197,0.544037745459719
5.0,Nice gift,Color,[],0610318861,0610318861,AEQU6K4KVXAD53WXRKTB7ALH745Q,2020-01-31 18:15:20.795,0,1,color,0.0,0.4185765957446808,0.6931385786178962,0.6479160135959197,0.544037745459719
5.0,Five Stars,"already used as a gift, and was received with all smiles and giggles!",[],0610318861,0610318861,AGUBYESUQABXNLHSMRHPBQQHMRYA,2016-08-20 19:37:49.000,0,1,already used gift received smile giggle,0.802,0.3834234042553192,0.7646986620842029,0.6446514345445001,0.5412965657547256
5.0,Five Stars,I like it,[],0610318861,0610318861,AGOLAXNYP6LGPP6MGTZRK34DJ6YA,2017-04-08 08:57:33.000,0,1,like,0.3612,0.0573765957446807,0.8968331901313368,0.5080549358986077,0.426600139672333
5.0,Nice keychain,"Purchased this as a gift.  I wanted to keep it myself, but I will give it as promised.<br />Would definitely recommend it as a gift or for one self.",[],0610318861,0610318861,AFMBHUJNRBC5QOZBMLILIEBV7COA,2016-08-26 22:56:34.000,0,1,purchased gift wanted keep give promised br would definitely recommend gift one self,0.91,0.4914234042553192,0.7209095372529765,0.689893609578255,0.5792852099440455
4.0,Love it,Love it,[],0610318861,0610318861,AH5VZKZTY2ZPTOVIB427I6CJNK7A,2016-05-24 22:12:22.000,0,1,love,0.6369,0.2183234042553192,0.91598134282558,0.5923579706927755,0.4973871429604396
3.0,Three Stars,larger than I believed,[],0610318861,0610318861,AF637VAO4PP6S4N3WRR7SND76N2A,2016-09-29 00:19:05.000,0,1,larger believed,0.0,0.4185765957446808,0.6931385786178962,0.6479160135959197,0.544037745459719
5.0,Love it. Just what I wanted,Love it.  Just what I wanted.,[],0610318861,0610318861,AEAYIXTPW6JSVUBGT4P7EP7Y4BDQ,2016-09-21 15:17:41.000,0,1,love wanted,0.6369,0.2183234042553192,0.6931385786178962,0.5477894178512388,0.4599641213071518
5.0,😍💕,I love this keychain ! It's so beautiful! Looks exactly like the picture and it feels and looks like a high quality product. Extremely happy I bought this key chain!!!,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71bHDvq7RuL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71bHDvq7RuL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71bHDvq7RuL._SL256_.jpg'}, {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81OgLOYUxEL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81OgLOYUxEL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81OgLOYUxEL._SL256_.jpg'}]",0610318861,0610318861,AH5YHNDB4VBICWY4JYMHNA4WVWPA,2016-01-11 20:09:50.000,4,1,love keychain beautiful look exactly like picture feel look like high quality product extremely happy bought key chain,0.9524,0.5338234042553192,0.7223517859334725,0.711382059314354,0.5973284863912036
1.0,Broke apart... disappointed,"This is horrible...  right after my return window, it has completely broken... it came apart!!.  very disappointed","[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Xd-ZcxXlL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Xd-ZcxXlL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Xd-ZcxXlL._SL256_.jpg'}]",0610318861,0610318861,AHSQQ7PX5QGPL5M6WIAWJLHNL7PQ,2017-03-27 18:05:04.000,1,1,horrible right return window completely broken came apart disappointed,-0.8748,1.2933765957446808,0.1562538357677672,0.9779390650258938,0.8211492739327214
4.0,Cute,Cute and bigger then I thought,[],0610318861,0610318861,AHZ2WFGFLQTT3R3S7HTPJTIBGXCA,2016-10-27 04:53:50.000,0,1,cute bigger thought,0.4588,0.0402234042553191,0.7673854043069707,0.4735887829890537,0.397659833012035
3.0,Bigger than you think!,Much bigger than expected.,[],0610318861,0610318861,AGSTQXYJG2CBIQKAHOFZMBJNJTBA,2016-08-03 13:00:00.000,0,1,much bigger expected,0.0,0.4185765957446808,0.6931385786178962,0.6479160135959197,0.544037745459719
5.0,cute,cute,[],0610318861,0610318861,AGNGDCEIWAWJM5Q4BR3SLH4A5FUA,2019-02-23 17:45:01.027,0,1,cute,0.4588,0.0402234042553191,0.9747146188781148,0.5150546259032825,0.432477592133996
4.0,This was exactly what it looked like. But the same day I put it on ...,"This was exactly what it looked like. But the same day I put it on my key chain, the top of the shoe fell off. This shouldn't happen the first day you get it. Not happy, because it's lost.<br />So if you don't plan on using it, it looks pretty, but never take it out of the package.<br />They messaged me and replaced it immediately. Great and friendly customer service.",[],0610318861,0610318861,AFZWNWBWM4MUSWKGIDTZPAQ2WLOA,2016-09-03 02:06:38.000,0,1,exactly looked like day put key chain top shoe fell nt happen first day get happy lost br nt plan using look pretty never take package br messaged replaced immediately great friendly customer service,0.9451,0.5265234042553193,0.7268319626856512,0.7086280946647898,0.5950160559409832
1.0,DON'T PURCHASE,item broke after 6 weeks of gentle use.  mesh popped off base of shoe.  horrible construction. Don't waste your money,[],0610318861,0610318861,AGEGNYGRZ3FAXNVZAH37HR7WIE6A,2016-09-15 01:33:39.000,0,1,item broke 6 week gentle use mesh popped base shoe horrible construction nt waste money,-0.7351,1.1536765957446808,0.241990916901927,0.9252364812527256,0.7768963240839806
5.0,Five Stars,Looks exactly like the picture.  Lots of compliments,[],0610318861,0610318861,AGICNOYTXY6VTFFBGDLE2P3CCBCA,2016-03-12 01:40:21.000,0,1,look exactly like picture lot compliment,0.6808,0.2622234042553191,0.8890389100282313,0.6089194841333059,0.5112934027912179
1.0,cheaply made and nothing like the pic,The picture they have gives the impression that it has crystals or some sort of clear jewel on it.<br />It is made of nothing but the silver material and looks poorly made its not at all what I thought I was ordering and I am EXTREMELY disappointed!,[],0610318861,0610318861,AED6BN5PADE4OYNLKWTF3NZ66XGA,2020-05-06 01:10:48.555,0,1,picture give impression crystal sort clear jewel br made nothing silver material look poorly made thought ordering extremely disappointed,0.3832,0.0353765957446808,0.9283171719651406,0.5033517322653684,0.4226509853878685
5.0,Five Stars,very Cute for bags.,[],0610318861,0610318861,AGNLBAJ5MRPQBFJJZSLCWVLALWHA,2017-05-04 13:46:24.000,0,1,cute bag,0.4588,0.0402234042553191,0.8152898817560658,0.4831696784788727,0.4057046546747036
4.0,Nice key chain,Nice key chain seems durable .  It’s larger than you<br />might expect,[],0610318861,0610318861,AGE3DILMOIFRUJDMH7UVH75HEWNA,2020-02-26 23:42:17.003,0,1,nice key chain seems durable larger br might expect,0.4215,0.0029234042553191,0.9518227568430098,0.4918262534962615,0.4129733491613941
